vehicle_reg_no,transaction_date_time,lane_direction,toll_plaza_name,toll_plaza_geocode
RJ14GK9466,2025-04-23 15:15:25.000,N,Mandana Toll Plaza,"24.9657418,75.9352303"
RJ14GK9466,2025-04-23 16:47:19.000,N,Beer Mandi Toll Plaza,"24.642639, 76.027472"
RJ14GK9466,2025-04-23 19:39:02.000,N,Semalkhedi Fee Plaza,"23.873788,76.107003"
RJ14GK9466,2025-04-23 22:18:40.000,N,Nipaniya Fee Plaza,"23.300828,75.827876"
MH46BF0509,2025-04-24 02:03:32.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH46BF0509,2025-04-24 12:51:39.000,S,Ghaigaon Jambargaon Toll Plaza,"19.893828, 74.784524"
MH46BU3134,2025-04-22 01:21:36.000,W,Patancheru,"17.321673, 78.140518"
MH46BU3134,2025-04-22 09:19:49.000,N,Kamkole,"17.6457252,77.8198176"
MH46BU3134,2025-04-22 11:26:55.000,N,Mangalgi,"17.7454925,77.3171313"
MH46BU3134,2025-04-22 20:09:43.000,N,Sawaleshwar Toll Plaza ,"17.7643864,75.7558759"
MH46BU3134,2025-04-22 21:41:20.000,N,Varwade Toll Plaza,"17.957556,75.330977"
MH46BU3134,2025-04-23 09:54:16.000,N,Sardewadi Plaza,"18.096508,75.0661222"
MH46BU3134,2025-04-23 18:18:07.000,N,Patas Plaza,"18.424491,74.466193"
MH46BU3134,2025-04-22 16:24:54.000,S,Omerga Border Checkpost,"17.495067,76.462114"
MH46BU3134,2025-04-22 18:40:15.000,N,Phulwadi Toll Plaza,"17.7991202,76.1933353"
MH46BU3134,2025-04-24 01:11:27.000,W,Talegaon Toll Plaza,"18.713938, 73.645848"
MH46BU3134,2025-04-22 16:36:57.000,N,Talmod Toll Plaza,"17.8261927,76.7398762"
MH46BU3134,2025-04-24 00:55:03.000,W,Dehuroad NH48 Toll Plaza,"18.700286,73.692154"
MH46CL3670,2025-04-21 17:19:20.000,E,Khandi Obri Toll Plaza,"23.993636,73.627895"
MH46CL3670,2025-04-22 02:47:56.000,S,Vadodra Toll Plaza,"22.353256, 73.236924"
MH46CL3670,2025-04-22 02:06:21.000,S,Halol Toll Plaza,"22.489873, 73.465586"
MH46CL3670,2025-04-22 06:53:01.000,W,Choryasi Toll Plaza,"21.303367,72.95418"
MH46CL3670,2025-04-22 11:21:27.000,S,Achhad Border Checkpost,"20.07538,72.913338"
MH46CL3670,2025-04-23 22:52:27.000,E,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
MH46CL3670,2025-04-21 21:34:36.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
MH46CL3670,2025-04-21 22:20:46.000,S,HSTL TP03- Galiya Danti,"23.3639618,73.5152351"
MH46CL3670,2025-04-21 23:22:46.000,S,HSTLTP02-Gaman Bariyanamuvada,"23.0127692,73.6180402"
MH46CL3670,2025-04-22 01:30:00.000,S,HSTL TP01- Khadki,"22.6479969,73.5197764"
MH46CL3670,2025-04-22 12:09:49.000,S,Charoti Toll Plaza,"19.890544,72.942644"
MH46CL3670,2025-04-22 10:12:10.000,S,Bhagwada Toll Plaza,"20.43495,72.917204"
MH46CL3670,2025-04-22 08:57:55.000,S,Boriach Toll Plaza,"20.885548,73.052162"
MH46CL3670,2025-04-22 05:25:40.000,S,Mandva Toll Plaza,"21.7016001,73.0609234"
MH46CL3670,2025-04-22 04:11:31.000,S,L&T Vadodra,"22.015027,73.115049"
MH46CL3670,2025-04-22 14:20:19.000,S,Khaniwade Toll Plaza,"19.519667,72.916898"
KA51AJ9826,2025-04-23 10:26:02.000,N,Mulbagal Toll Plaza,"13.148469,78.290548"
KA51AJ9826,2025-04-23 19:06:53.000,N,Musunur Toll Plaza,"14.851945,79.987847"
KA51AJ9826,2025-04-23 16:38:56.000,N,Budhanam Plaza (NH- 16),"14.059589,79.894624"
KA51AJ9826,2025-04-23 17:17:23.000,N,Nellore Plaza (NH- 16),"14.312218,79.916296"
KA51AJ9826,2025-04-23 21:49:22.000,N,Bollapalli Toll Plaza,"15.886754,80.070843"
KA51AJ9826,2025-04-23 20:22:41.000,N,Tangatur Toll Plaza,"15.358166,80.040105"
KA51AJ9826,2025-04-23 11:13:38.000,S,Nangli Toll Plaza,"13.194547, 78.545287"
KA51AJ9826,2025-04-23 23:28:15.000,S,Kaza Toll Plaza Mangalgiri,"16.3856,80.53367"
KA51AJ9826,2025-04-24 13:23:46.000,S,Pottipadu,"16.572341,80.862502"
KA51AJ9826,2025-04-24 15:50:22.000,S,Kovvuru,"17.027290, 81.719536"
KA51AJ9826,2025-04-22 14:27:12.000,S,Hosur Road (P1) Toll,"12.858667,77.655833"
KA51AJ9826,2025-04-24 13:48:20.000,S,Kalaparru Toll Plaza,"16.676408,81.022129"
KA51AJ9826,2025-04-23 12:37:00.000,S,Mahasamudram,"13.194889,79.017469"
KA51AJ9826,2025-04-23 13:19:10.000,N,Gadanki toll plaza,"13.478827, 79.188024"
KA51AJ9826,2025-04-24 15:03:08.000,N,VeeraValli TOLL PLAZA,"16.997034,81.491183"
HR38AA1655,2025-04-22 16:55:15.000,W,Khandi Obri Toll Plaza,"23.993636,73.627895"
HR38AA1655,2025-04-23 23:26:20.000,S,Fatehpur Rampur,"28.437802,77.588752"
HR38AA1655,2025-04-22 09:49:30.000,E,Tragad Toll Plaza,"23.128540, 72.592570"
HR38AA1655,2025-04-22 09:59:24.000,E,Bhat Toll Plaza,"23.115640, 72.642100"
HR38AA1655,2025-04-23 00:09:01.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR38AA1655,2025-04-23 10:52:37.000,W,Sonwa Toll Plaza,"26.1098541,75.7435763"
HR38AA1655,2025-04-21 21:38:24.000,S,Vaghasiya Toll Plaza,"22.42301,71.088805"
HR38AA1655,2025-04-22 21:58:12.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
HR38AA1655,2025-04-22 09:36:32.000,S,Vaishnodevi Toll Plaza,"23.128240, 72.517730"
HR38AA1655,2025-04-23 07:45:09.000,N,Kadisahena Toll Plaza,"25.634583,15.002951 "
HR38AA1655,2025-04-23 12:22:49.000,N,Rabawata,"26.5004499,75.9983801"
HR38AA1655,2025-04-22 09:05:26.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
HR38AA1655,2025-04-22 11:03:37.000,S,Kathpur Toll Plaza,"23.410181,72.828618"
HR38AA1655,2025-04-23 21:07:26.000,S,PALWAL,"28.102706,77.30527"
HR38AA1655,2025-04-23 20:43:24.000,S,Khalilpur Fee Plaza,"28.158576, 77.152090"
HR38AA1655,2025-04-23 08:48:46.000,N,Kuradiya,"25.694816,75.336228"
HR38AA1655,2025-04-23 07:08:29.000,N,Shahpura Toll Plaza,"25.59767,74.87327"
MH04JK3515,2025-04-22 08:04:13.000,S,Mathni,"21.139545,79.365105"
MH04JK3515,2025-04-22 13:15:08.000,E,Thakurtolla toll plaza,"21.117914,81.122298"
MH04JK3515,2025-04-22 07:18:23.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
MH04JK3515,2025-04-22 09:38:23.000,E,Sendurwafa toll plaza,"21.088244,80.034186"
MH04JK3515,2025-04-22 13:42:52.000,N,Durg Bypass,"21.214518,81.287962"
MH04JK3515,2025-04-22 18:18:18.000,N,Mandir Hasaud Toll Plaza,"21.20296,81.905328"
MH04JK3515,2025-04-22 20:08:09.000,N,Dhank Toll Plaza,"21.227203,82.42025"
MH04JK3515,2025-04-22 21:36:46.000,N,Chhuhipali Toll Plaza,"21.299821,82.942781"
MH04JK3515,2025-04-23 19:30:04.000,N,Manguli Toll Plaza,"20.540387,85.96387"
MH04JK3515,2025-04-24 06:54:00.000,N,Laxamannath Plaza,"13.193545,77.64981"
MH04JK3515,2025-04-24 07:52:02.000,N,Rampura Plaza,"22.24076,87.39207"
MH04JK3515,2025-04-24 10:09:39.000,W,Debra toll plaza,"22.397144,87.522855"
MH04JK3515,2025-04-24 11:44:48.000,S,Jaladhulagori toll plaza,"22.573188,88.181679"
MH04JK3515,2025-04-23 06:06:03.000,S,Sambalpur Baragarh Tollways,"21.353192,83.684183"
MH04JK3515,2025-04-22 11:40:11.000,N,Deori Border Checkpost,"21.43425,80.263055"
MH04JK3515,2025-04-24 05:24:26.000,N,SERGARH TOLL PLAZA," 21.429889,86.836645"
MH04JK3515,2025-04-22 14:22:51.000,S,Kumhari,"21.2525171,81.5368479"
MH04JK3515,2025-04-22 06:55:40.000,S,Waifal Toll Plaza,"20.978788, 78.932204"
MH04JK3515,2025-04-23 07:33:56.000,S,Hatibari Toll Plaza,"21.32169416524077, 84.0997248781604"
MH04JK3515,2025-04-23 20:49:22.000,S,Bhagada Narayanpur Toll Plaza,"20.944516, 86.327633"
MH04JK3515,2025-04-23 08:53:36.000,S,Dakuamunda Toll Plaza,"21.025349964706884, 84.46851057808378"
MH04JU2445,2025-04-23 22:38:04.000,S,Airoli,"19.153364,72.965778"
MH04JU2445,2025-04-23 05:37:32.000,N,Airoli,"19.153364,72.965778"
MH04JU2445,2025-04-24 00:14:40.000,E,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
MH04JU2445,2025-04-23 04:49:19.000,W,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
TN73AJ8038,2025-04-23 01:15:18.000,N,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
TN73AJ8038,2025-04-24 00:17:27.000,S,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
TN73AJ8038,2025-04-24 00:50:12.000,N,Jaladhulagori toll plaza,"22.573188,88.181679"
TN73AJ8038,2025-04-24 09:24:22.000,E,Debra toll plaza,"22.397144,87.522855"
TN73AJ8038,2025-04-24 10:24:20.000,S,Rampura Plaza,"22.24076,87.39207"
TN73AJ8038,2025-04-24 11:35:03.000,S,Laxamannath Plaza,"13.193545,77.64981"
TN73AJ8038,2025-04-24 15:54:45.000,S,SERGARH TOLL PLAZA," 21.429889,86.836645"
TN73AJ8073,2025-04-23 14:14:58.000,S,Palavedu,"13.140047,80.0530363"
TN73AJ8073,2025-04-23 14:29:07.000,S,Kolappancheri,"13.070524,80.071587"
TN73AJ8073,2025-04-23 23:54:27.000,N,Kolappancheri,"13.070524,80.071587"
TN73AJ8073,2025-04-24 15:44:11.000,S,Palavedu,"13.140047,80.0530363"
TN73AJ8073,2025-04-24 01:18:23.000,N,Palavedu,"13.140047,80.0530363"
TN73AJ8073,2025-04-23 14:57:00.000,S,SriPerumbadur,"12.982155,79.968944"
TN73AJ8073,2025-04-23 13:51:18.000,S,Nallur Toll Plaza,"13.216958,80.169353"
TN73AJ8073,2025-04-24 15:22:30.000,S,Nallur Toll Plaza,"13.216958,80.169353"
TN73AJ8073,2025-04-24 00:51:01.000,N,Nallur Toll Plaza,"13.216958,80.169353"
UP53ET1026,2025-04-24 00:23:17.000,N,Chapraitha Fee Plaza,"26.0265755,84.4909225"
RJ11GB7368,2025-04-24 01:56:04.000,S,Gadpuri Toll Plaza,"28.24923826096969, 77.29142358676597"
RJ11GB7368,2025-04-24 01:17:00.000,S,Badarpur faridabad Toll Plaza,"28.476208,77.305485"
HR38V4736,2025-04-23 00:03:51.000,N,Manguli Toll Plaza,"20.540387,85.96387"
HR38V4736,2025-04-23 10:22:11.000,N,Laxamannath Plaza,"13.193545,77.64981"
HR38V4736,2025-04-23 19:03:46.000,N,Rampura Plaza,"22.24076,87.39207"
HR38V4736,2025-04-23 19:56:25.000,W,Debra toll plaza,"22.397144,87.522855"
HR38V4736,2025-04-23 21:54:13.000,S,Jaladhulagori toll plaza,"22.573188,88.181679"
HR38V4736,2025-04-23 23:35:37.000,N,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
HR38V4736,2025-04-23 08:36:00.000,N,SERGARH TOLL PLAZA," 21.429889,86.836645"
HR38V4736,2025-04-23 06:42:25.000,S,Bhagada Narayanpur Toll Plaza,"20.944516, 86.327633"
RJ11GC9207,2025-04-23 15:59:03.000,S,Dasana,"28.687737,77.535805"
RJ11GC9207,2025-04-23 21:21:18.000,S,Chhajju Nagar,"28.0989714,77.3639658"
RJ11GC9207,2025-04-23 23:44:18.000,N,Tijara Toll,"27.922797, 76.838581"
RJ11GC9207,2025-04-24 11:13:00.000,W,Daulatpura Toll Plaza,"27.0868994,75.8345568"
RJ11GC9207,2025-04-24 10:10:02.000,N,Manoharpura Toll plaza,"27.3056399,75.9535128"
RJ11GC9207,2025-04-23 22:07:33.000,S,TAURU,"28.219695,76.997181"
RJ11GC9207,2025-04-24 06:57:59.000,S,Mator Toll Plaza,"27.775741142903524, 76.60599244786746"
RJ11GC9207,2025-04-24 08:10:36.000,S,Booteri Toll Plaza,"27.805414238213455, 76.66548897425157"
CH01TB1734,2025-04-23 09:51:47.000,W,Khandi Obri Toll Plaza,"23.993636,73.627895"
CH01TB1734,2025-04-23 11:18:48.000,S,Dakan Kotra,"24.500543, 73.720874"
CH01TB1734,2025-04-23 16:41:02.000,W,Khedi,"26.1029659,74.6849376"
CH01TB1734,2025-04-24 04:13:20.000,S,Mavikala,"28.877630,77.247776"
CH01TB1734,2025-04-22 22:17:27.000,N,Vadodra Toll Plaza,"22.353256, 73.236924"
CH01TB1734,2025-04-22 22:58:44.000,N,Halol Toll Plaza,"22.489873, 73.465586"
CH01TB1734,2025-04-23 14:17:40.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
CH01TB1734,2025-04-23 15:29:37.000,W,Lambiya Kalan,"25.5871683,74.593839"
CH01TB1734,2025-04-22 18:23:01.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
CH01TB1734,2025-04-23 12:29:23.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
CH01TB1734,2025-04-23 18:33:29.000,S,Kishangarh Plaza,"26.595329,74.939169"
CH01TB1734,2025-04-23 23:48:03.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
CH01TB1734,2025-04-23 21:03:45.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
CH01TB1734,2025-04-23 20:01:54.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
CH01TB1734,2025-04-22 14:09:39.000,N,Achhad Border Checkpost,"20.07538,72.913338"
CH01TB1734,2025-04-22 23:46:01.000,S,HSTL TP01- Khadki,"22.6479969,73.5197764"
CH01TB1734,2025-04-23 06:28:21.000,S,HSTLTP02-Gaman Bariyanamuvada,"23.0127692,73.6180402"
CH01TB1734,2025-04-23 07:29:29.000,S,HSTL TP03- Galiya Danti,"23.3639618,73.5152351"
CH01TB1734,2025-04-23 08:11:09.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
CH01TB1734,2025-04-22 17:07:02.000,N,Boriach Toll Plaza,"20.885548,73.052162"
CH01TB1734,2025-04-22 05:44:25.000,N,Charoti Toll Plaza,"19.890544,72.942644"
CH01TB1734,2025-04-22 15:36:39.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
CH01TB1734,2025-04-24 03:39:41.000,S,Kundali,"28.911104,77.025054"
CH01TB1734,2025-04-22 19:30:07.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
CH01TB1734,2025-04-22 20:17:03.000,N,L&T Vadodra,"22.015027,73.115049"
CH01TB4969,2025-04-22 12:58:29.000,N,Lalanagar Toll Plaza,"25.266948,82.491513"
CH01TB4969,2025-04-22 12:00:26.000,S,HANDIYA (Sujala ) Toll Plaza,"25.3788756,82.1567207"
CH01TB4969,2025-04-23 01:10:45.000,N,Saukala Toll Plaza,"24.599579,84.70284"
CH01TB4969,2025-04-22 14:30:33.000,S,Daffi Toll Plaza,"25.248275,82.994017"
CH01TB4969,2025-04-22 19:40:11.000,E,Mohania Toll Plaza,"25.1882337,83.5615933"
CH01TB4969,2025-04-22 21:22:55.000,E,Sasaram Toll Plaza,"24.957125,83.954997"
CH01TB4969,2025-04-23 18:30:14.000,N,Beliyad toll plaza  ,"23.763627,86.79803"
CH01TB4969,2025-04-23 21:35:31.000,N,Banskopa Plaza,"23.4916993,87.3768623"
CH01TB4969,2025-04-24 02:58:21.000,S,Palsit Toll Plaza,"23.178722,88.026395"
CH01TB4969,2025-04-24 04:42:32.000,E,Dankuni Toll Plaza,"22.698891,88.288862"
CH01TB4969,2025-04-22 02:33:46.000,N,Badauri Toll Plaza,"26.065386,80.657641"
CH01TB4969,2025-04-22 09:24:04.000,S,Katoghan Toll Plaza,"25.749487,81.170481"
CH01TB4969,2025-04-21 20:50:30.000,S,Tarwa Deva,"27.19587,79.36699"
CH01TB4969,2025-04-23 11:48:26.000,S,Rasoiya Dhamna Toll Plaza,"24.3234,85.3881"
CH01TB4969,2025-04-21 19:27:23.000,S,Aaspur Toll Plaza,"27.48692,78.79217"
CH01TB4969,2025-04-21 21:52:58.000,S,Basheerapur Toll Plaza,"27.073778, 79.843390"
CH01TB4969,2025-04-23 14:41:12.000,N,Ghanghri Toll Plaza,"24.030088,85.948654"
CH01TB9412,2025-04-23 04:16:45.000,N,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
CH01TB9412,2025-04-24 01:52:04.000,S,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
CH01TB9412,2025-04-24 02:44:32.000,W,Dankuni Toll Plaza,"22.698891,88.288862"
CH01TB9412,2025-04-24 04:19:59.000,N,Palsit Toll Plaza,"23.178722,88.026395"
CH01TB9412,2025-04-24 05:56:15.000,S,Banskopa Plaza,"23.4916993,87.3768623"
CH01TB9412,2025-04-24 09:31:48.000,S,Beliyad toll plaza  ,"23.763627,86.79803"
CH01TB9412,2025-04-24 13:25:17.000,S,Ghanghri Toll Plaza,"24.030088,85.948654"
HR68B2673,2025-04-22 15:58:28.000,N,Halol Toll Plaza,"22.489873, 73.465586"
HR68B2673,2025-04-23 06:23:29.000,S,Dakan Kotra,"24.500543, 73.720874"
HR68B2673,2025-04-23 11:01:31.000,W,Lambiya Kalan,"25.5871683,74.593839"
HR68B2673,2025-04-23 12:16:16.000,W,Khedi,"26.1029659,74.6849376"
HR68B2673,2025-04-23 09:41:19.000,W,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR68B2673,2025-04-22 15:05:10.000,N,Vadodra Toll Plaza,"22.353256, 73.236924"
HR68B2673,2025-04-24 04:12:42.000,S,Mavikala,"28.877630,77.247776"
HR68B2673,2025-04-22 22:28:02.000,W,Khandi Obri Toll Plaza,"23.993636,73.627895"
HR68B2673,2025-04-22 11:16:27.000,E,Choryasi Toll Plaza,"21.303367,72.95418"
HR68B2673,2025-04-23 07:39:15.000,E,Narayanpura Toll Plaza,"24.613529,74.233079"
HR68B2673,2025-04-23 13:39:52.000,S,Kishangarh Plaza,"26.595329,74.939169"
HR68B2673,2025-04-23 21:33:14.000,N,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR68B2673,2025-04-23 16:45:28.000,E,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR68B2673,2025-04-23 15:50:34.000,S,Thikariya Toll Plaza,"26.843328,75.615578"
HR68B2673,2025-04-23 17:28:56.000,S,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR68B2673,2025-04-21 23:06:19.000,N,Achhad Border Checkpost,"20.07538,72.913338"
HR68B2673,2025-04-22 08:48:54.000,N,Bhagwada Toll Plaza,"20.43495,72.917204"
HR68B2673,2025-04-22 16:39:21.000,S,HSTL TP01- Khadki,"22.6479969,73.5197764"
HR68B2673,2025-04-22 18:05:32.000,S,HSTLTP02-Gaman Bariyanamuvada,"23.0127692,73.6180402"
HR68B2673,2025-04-22 19:21:32.000,S,HSTL TP03- Galiya Danti,"23.3639618,73.5152351"
HR68B2673,2025-04-22 20:12:09.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
HR68B2673,2025-04-22 10:04:59.000,N,Boriach Toll Plaza,"20.885548,73.052162"
HR68B2673,2025-04-21 22:32:22.000,N,Charoti Toll Plaza,"19.890544,72.942644"
HR68B2673,2025-04-24 03:39:18.000,S,Kundali,"28.911104,77.025054"
HR68B2673,2025-04-22 12:30:36.000,N,Mandva Toll Plaza,"21.7016001,73.0609234"
HR68B2673,2025-04-22 13:56:51.000,N,L&T Vadodra,"22.015027,73.115049"
HR68B2925,2025-04-23 04:17:00.000,N,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
HR68B2925,2025-04-24 03:12:57.000,S,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
HR68B2925,2025-04-24 03:47:43.000,W,Dankuni Toll Plaza,"22.698891,88.288862"
HR68B2925,2025-04-24 06:15:41.000,N,Palsit Toll Plaza,"23.178722,88.026395"
HR68B2925,2025-04-24 10:39:19.000,S,Banskopa Plaza,"23.4916993,87.3768623"
HR68B2925,2025-04-24 12:29:20.000,S,Beliyad toll plaza  ,"23.763627,86.79803"
HR68B2925,2025-04-24 15:06:46.000,S,Ghanghri Toll Plaza,"24.030088,85.948654"
HR68B3189,2025-04-24 06:00:45.000,S,KOKHRAJ (Sirohi) Toll Plaza,"25.576505,81.5295417"
HR68B3189,2025-04-23 17:05:46.000,S,Saukala Toll Plaza,"24.599579,84.70284"
HR68B3189,2025-04-24 03:04:29.000,S,Lalanagar Toll Plaza,"25.266948,82.491513"
HR68B3189,2025-04-23 01:52:13.000,N,Palsit Toll Plaza,"23.178722,88.026395"
HR68B3189,2025-04-23 04:04:41.000,S,Banskopa Plaza,"23.4916993,87.3768623"
HR68B3189,2025-04-23 06:24:17.000,S,Beliyad toll plaza  ,"23.763627,86.79803"
HR68B3189,2025-04-23 19:47:27.000,W,Sasaram Toll Plaza,"24.957125,83.954997"
HR68B3189,2025-04-23 21:09:03.000,W,Mohania Toll Plaza,"25.1882337,83.5615933"
HR68B3189,2025-04-24 01:55:10.000,N,Daffi Toll Plaza,"25.248275,82.994017"
HR68B3189,2025-04-24 07:36:23.000,N,Katoghan Toll Plaza,"25.749487,81.170481"
HR68B3189,2025-04-24 14:17:33.000,S,Badauri Toll Plaza,"26.065386,80.657641"
HR68B3189,2025-04-23 14:49:54.000,N,Rasoiya Dhamna Toll Plaza,"24.3234,85.3881"
HR68B3189,2025-04-23 11:47:03.000,S,Ghanghri Toll Plaza,"24.030088,85.948654"
HR68B3232,2025-04-22 23:53:56.000,S,Main Plaza Village Jakhauli,"28.917251,77.161054"
HR68B3232,2025-04-23 19:24:19.000,S,Bhagan Toll Plaza,"29.071744,77.0601904"
HR68B3232,2025-04-23 07:17:56.000,N,Bhagan Toll Plaza,"29.071744,77.0601904"
HR68B3232,2025-04-24 15:07:51.000,W,Gegal,"26.551347,74.780202"
HR68B3232,2025-04-24 14:40:36.000,N,Kishangarh Plaza,"26.595329,74.939169"
HR68B3232,2025-04-24 07:48:31.000,S,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR68B3232,2025-04-24 11:31:25.000,W,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR68B3232,2025-04-24 10:30:51.000,N,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR68B3232,2025-04-24 12:25:37.000,N,Thikariya Toll Plaza,"26.843328,75.615578"
HR68B3232,2025-04-24 06:10:30.000,S,MANESHAR-7A,"28.326367,76.890515"
HR68B4286,2025-04-24 00:11:05.000,N,Palsit Toll Plaza,"23.178722,88.026395"
HR68B4286,2025-04-24 11:19:06.000,S,Banskopa Plaza,"23.4916993,87.3768623"
HR68B4286,2025-04-24 13:10:21.000,S,Beliyad toll plaza  ,"23.763627,86.79803"
HR68B4705,2025-04-24 05:55:06.000,S,Karman Toll Plaza,"27.855460, 77.402640"
HR68B4705,2025-04-24 07:46:26.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
HR68B4705,2025-04-24 09:12:19.000,N,Tundla Toll Plaza ,"27.218247,78.272821"
HR68B4705,2025-04-24 12:01:44.000,N,Gurau (Formerly Semra Atikaba,"26.996524,78.777334"
HR68B4705,2025-04-24 15:31:54.000,N,Anantram Toll Plaza ,"26.594931,79.268034"
HR68B4705,2025-04-24 05:08:21.000,S,PALWAL,"28.102706,77.30527"
UP14QT5269,2025-04-23 20:49:04.000,N,Sullurpet Plaza (NH-16),"13.744936,79.990993"
UP14QT5269,2025-04-23 22:14:04.000,N,Nellore Plaza (NH- 16),"14.312218,79.916296"
UP14QT5269,2025-04-23 23:40:51.000,N,Musunur Toll Plaza,"14.851945,79.987847"
UP14QT5269,2025-04-23 21:34:32.000,N,Budhanam Plaza (NH- 16),"14.059589,79.894624"
UP14QT5269,2025-04-24 00:54:32.000,N,Tangatur Toll Plaza,"15.358166,80.040105"
UP14QT5269,2025-04-24 07:45:39.000,S,Elchuru Toll Plaza,"16.107077,79.928762"
UP14QT5269,2025-04-24 08:55:55.000,S,Thummalacheruvu Toll Plaza,"16.538341,79.798918"
UP14QT5269,2025-04-24 10:20:42.000,S,Madugulapally TOLL PLAZA,"16.9794,79.4537"
UP14QT5269,2025-04-21 21:02:46.000,S,Kolappancheri,"13.070524,80.071587"
UP14QT5269,2025-04-21 20:48:54.000,S,Palavedu,"13.140047,80.0530363"
UP14QT5269,2025-04-21 21:28:44.000,S,SriPerumbadur,"12.982155,79.968944"
UP14QT5269,2025-04-22 08:18:29.000,N,SriPerumbadur,"12.982155,79.968944"
UP14QT5269,2025-04-23 15:54:10.000,N,SURAPATTU TOLL PLAZA,"13.136678,80.181624"
UP14QT5269,2025-04-23 18:44:09.000,N,Nallur Toll Plaza,"13.216958,80.169353"
UP14QT5542,2025-04-22 22:32:26.000,S,Duhai,"28.737468,77.477137"
UP14QT5542,2025-04-23 22:45:00.000,S,Dasna Plaza DME KM 2760,"28.674961,77.495589"
UP14QT5542,2025-04-22 21:02:15.000,S,Kundali,"28.911104,77.025054"
TN34MB5587,2025-04-21 21:32:41.000,N,Bhiknoor Toll Plaza,"18.20539,78.398299"
TN34MB5587,2025-04-23 00:14:57.000,N,Chitora,"23.725416,78.809126"
TN34MB5587,2025-04-23 07:21:48.000,N,Malthone,"24.322069,78.526217"
TN34MB5587,2025-04-23 11:23:45.000,S,Dagrai Toll Plaza,"25.6158907,78.4787578"
TN34MB5587,2025-04-23 14:50:43.000,S,Kamthana Toll Plaza,"17.845891,77.448414"
TN34MB5587,2025-04-22 06:43:51.000,S,Rolmamda Toll Plaza,"19.28019,78.409222"
TN34MB5587,2025-04-22 10:11:23.000,N,Daroada,"20.450625,78.755243"
TN34MB5587,2025-04-22 19:09:33.000,N,Madai Fee Plaza,"22.553803,79.115999"
TN34MB5587,2025-04-23 16:40:38.000,S,Raibha toll plaza,"27.164087, 77.815004"
TN34MB5587,2025-04-21 19:56:53.000,S,Manoharabad,"17.801103,78.471683"
TN34MB5587,2025-04-21 22:27:16.000,N,Indalwai,"18.538284,78.239718"
TN34MB5587,2025-04-21 23:41:55.000,S,Gamjal Toll Plaza,"19.026592,78.362705"
TN34MB5587,2025-04-22 08:05:51.000,S,Pippalwada,"19.781093,78.565772"
TN34MB5587,2025-04-22 08:56:22.000,N,Kelapur,"20.019318,78.540218"
TN34MB5587,2025-04-21 16:40:27.000,N,Raikal Toll Plaza,"17.005867,78.194493"
TN34MB5587,2025-04-21 18:57:43.000,W,Medchal,"17.355345, 78.292706"
TN34MB5587,2025-04-22 11:49:20.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
TN34MB5587,2025-04-22 12:24:05.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
TN34MB5587,2025-04-22 13:07:49.000,N,KAMPTEE KANHAN BYPASS CHECK T,"21.244457,79.2490091"
TN34MB5587,2025-04-22 13:46:07.000,N,MANSAR TOLL PLAZA,"21.382312,79.25332"
TN34MB5587,2025-04-22 16:48:16.000,S,Khawasa Toll Plaza,"21.703044,79.433797"
