vehicle_reg_no,transaction_date_time,lane_direction,toll_plaza_name,toll_plaza_geocode
UP53HT5821,2025-05-11 23:46:13.000,N,Mahuvan Toll Plaza,"27.337188,77.737458"
UP53HT5821,2025-05-12 01:35:27.000,N,Karman Toll Plaza,"27.855460, 77.402640"
UP53HT5821,2025-05-12 23:05:41.000,S,L&T PANIPAT,"29.433664,76.97014"
UP53HT5821,2025-05-11 09:53:12.000,N,Katoghan Toll Plaza,"25.749487,81.170481"
UP53HT5821,2025-05-11 11:15:51.000,S,Badauri Toll Plaza,"26.065386,80.657641"
UP53HT5821,2025-05-12 19:56:23.000,S,Kundali,"28.911104,77.025054"
UP53HT5821,2025-05-12 11:00:23.000,S,NUH,"28.179226,77.074981"
NL01AE0231,2025-05-12 23:05:46.000,S,Raha,"26.245792,92.541470"
NL01AE0231,2025-05-12 22:03:25.000,N,Mikirati Hawgaon Toll Plaza,"26.1313420,92.8362070"
WB15E1138,2025-05-11 09:11:40.000,E,Singarenipalli Toll Plaza,"17.192000, 79.871000"
WB15E1138,2025-05-12 17:31:00.000,N,Gudipada or Gangapada,"20.203404,85.668312"
WB15E1138,2025-05-10 19:07:35.000,W,Pedda Amberpet,"17.319992, 78.655881"
WB15E1138,2025-05-11 07:56:14.000,N,Koralaphad,"17.159784,79.475426"
WB15E1138,2025-05-11 15:25:04.000,S,Kovvuru,"17.027290, 81.719536"
WB15E1138,2025-05-11 18:09:03.000,S,Krishnavaram,"17.215448,82.1107"
WB15E1138,2025-05-11 20:11:57.000,N,Vempadu,"17.397831,82.67582"
WB15E1138,2025-05-11 22:16:16.000,N,Dukkavanipalem Toll Plaza,"17.888226,83.345101"
WB15E1138,2025-05-12 09:14:05.000,N,Laxmipuram,"18.733529,84.389803"
WB15E1138,2025-05-12 10:12:13.000,S,Karapadu Toll Plaza,"19.111282,84.699281"
WB15E1138,2025-05-12 23:06:53.000,N,Manguli Toll Plaza,"20.540387,85.96387"
WB15E1138,2025-05-13 12:38:42.000,N,Laxamannath Plaza,"13.193545,77.64981"
WB15E1138,2025-05-12 15:57:48.000,N,Gurapali Toll Plaza,"19.638154,85.140017"
WB15E1138,2025-05-11 06:45:07.000,S,Pantangi,"17.232887,78.960464"
WB15E1138,2025-05-13 10:45:52.000,N,SERGARH TOLL PLAZA," 21.429889,86.836645"
WB15E1138,2025-05-12 07:39:33.000,S,Madapam Toll Plaza,"18.377344,84.000528"
WB15E1138,2025-05-11 21:33:24.000,S,Marripalem Toll Plaza,"17.747445,83.069029"
WB15E1138,2025-05-11 23:35:20.000,N,Nathavalasa,"18.057967,83.521081"
WB15E1138,2025-05-13 09:01:32.000,S,Bhagada Narayanpur Toll Plaza,"20.944516, 86.327633"
GJ12BX6316,2025-05-13 12:46:26.000,N,Raipur,"26.063612,74.059477"
GJ12BX6316,2025-05-13 11:39:18.000,W,Pipalaz,"26.158577,74.371572"
GJ12BX6316,2025-05-12 23:07:19.000,N,Kishangarh Plaza,"26.595329,74.939169"
GJ12BX6316,2025-05-12 20:32:39.000,W,Daulatpura Toll Plaza,"27.0868994,75.8345568"
GJ12BX6316,2025-05-12 19:44:51.000,N,Manoharpura Toll plaza,"27.3056399,75.9535128"
GJ12BX6316,2025-05-12 21:30:22.000,N,Thikariya Toll Plaza,"26.843328,75.615578"
GJ12BX6316,2025-05-12 17:49:03.000,S,Sirohi Bahali  TOLL PLAZA,"27.93268775,76.12719041"
GJ12BX6316,2025-05-12 06:40:47.000,N,Makrauli Kalan Toll Plaza,"28.944307,76.609736"
GJ12BX6316,2025-05-11 18:23:49.000,S,Dahar Toll Plaza,"29.31922,76.918442"
GJ12BX6316,2025-05-12 16:52:20.000,S,Jat Guwana Toll Plaza,"28.121286, 76.179413"
MH43BX3260,2025-05-12 16:45:54.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH43BX3260,2025-05-12 23:07:47.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH43BX3260,2025-05-13 08:32:14.000,N,Ghoti toll plaza,"19.708905,73.614819"
MH43BX3260,2025-05-12 19:13:03.000,S,Arjunalli toll plaza,"19.361481,73.165874"
MH43BX3260,2025-05-13 10:41:23.000,S,Chandwad toll plaza,"20.325219,74.210736"
MH43BX3260,2025-05-13 14:49:16.000,N,Laling toll plaza,"20.833039,74.754271"
MH43BX3260,2025-05-13 15:24:43.000,S,Songir,"21.050768,74.784939"
MH43BX3260,2025-05-13 16:02:06.000,N,Shirpur,"21.319733,74.889272"
MH43BX3260,2025-05-13 09:57:58.000,N,Baswant Toll Plaza,"20.141754,73.9764485"
MH43CE0764,2025-05-13 08:29:45.000,N,Ghoti toll plaza,"19.708905,73.614819"
MH43CE0764,2025-05-12 20:35:36.000,S,Arjunalli toll plaza,"19.361481,73.165874"
MH43CE0764,2025-05-12 23:07:51.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH43CE0764,2025-05-12 17:26:02.000,N,Arjunalli toll plaza,"19.361481,73.165874"
MH43CE0764,2025-05-13 10:41:34.000,S,Chandwad toll plaza,"20.325219,74.210736"
MH43CE0764,2025-05-13 14:53:37.000,N,Laling toll plaza,"20.833039,74.754271"
MH43CE0764,2025-05-13 15:33:35.000,S,Songir,"21.050768,74.784939"
MH43CE0764,2025-05-13 09:54:29.000,N,Baswant Toll Plaza,"20.141754,73.9764485"
WB05A1436,2025-05-12 17:51:42.000,N,Madangundi,"24.3689118,85.4830706"
WB05A1436,2025-05-10 19:15:45.000,N,Tendua Toll Plaza,"26.724015,83.274398"
WB05A1436,2025-05-10 20:44:17.000,N,Muzaina Hetim Toll Plaza,"26.733855,83.808555"
WB05A1436,2025-05-10 22:15:16.000,S,Salemgarh Toll Plaza,"26.631703,84.238336"
WB05A1436,2025-05-11 09:09:37.000,W,Parsoni Khem Toll Plaza,"26.451643,85.022817"
WB05A1436,2025-05-12 21:47:14.000,N,Beliyad toll plaza  ,"23.763627,86.79803"
WB05A1436,2025-05-12 23:08:46.000,N,Banskopa Plaza,"23.4916993,87.3768623"
WB05A1436,2025-05-11 11:40:38.000,S,Saidpur Patedha Toll Plaza,"25.8024478,85.2834059"
WB05A1436,2025-05-12 12:34:31.000,N,DidarGanj,"25.5721918,85.2400643"
WB05A1436,2025-05-12 16:16:25.000,S,Karigawan fee,"24.688738, 85.507067"
WB05A1436,2025-05-10 17:52:59.000,N,Mandawnagar Toll Plaza,"26.810525,82.731283"
WB05A1436,2025-05-10 16:56:14.000,S,Chaukadi Toll Plaza,"26.781298,82.417008"
WB05A1436,2025-05-12 19:41:49.000,N,Ghanghri Toll Plaza,"24.030088,85.948654"
WB05A1436,2025-05-11 07:46:51.000,S,Barhima Toll Plaza,"26.411782,84.584858"
WB05A1436,2025-05-12 14:15:35.000,N,Paithna,"25.297260,85.524077"
HR55AB9616,2025-05-11 13:13:14.000,E,Khedi,"26.1029659,74.6849376"
HR55AB9616,2025-05-11 03:45:18.000,S,Ainoli Toll Plaza,"17.503027,77.431011"
HR55AB9616,2025-05-11 18:51:03.000,N,Nimbaheda,"24.6104397,74.6484461"
HR55AB9616,2025-05-11 14:29:31.000,E,Lambiya Kalan,"25.5871683,74.593839"
HR55AB9616,2025-05-11 17:05:00.000,E,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
HR55AB9616,2025-05-11 18:04:45.000,N,Ochadi,"24.8248863,74.6282613"
HR55AB9616,2025-05-12 07:55:14.000,N,Durjanpura Toll Plaza,"22.475387,75.571802"
HR55AB9616,2025-05-12 20:28:08.000,N,Nashik Sinner Tollways Limited,"19.9119216,73.9006299"
HR55AB9616,2025-05-11 19:02:23.000,S,Nayagaon,"24.572623,74.761591"
HR55AB9616,2025-05-11 20:25:36.000,S,Piplyamandi,"24.168848,75.013273"
HR55AB9616,2025-05-11 21:38:53.000,S,Manankheda,"23.79626925,75.10225026"
HR55AB9616,2025-05-11 23:31:19.000,S,Chikliya Toll Plaza,"23.2305,75.1270"
HR55AB9616,2025-05-12 00:24:35.000,N,Chokala Toll Plaza,"22.9310,75.2507"
HR55AB9616,2025-05-12 09:36:14.000,W,Khalghat Toll Plaza ,"22.173782,75.456797"
HR55AB9616,2025-05-12 10:53:06.000,N,Jamli Toll Pllaza,"21.75667,75.156824"
HR55AB9616,2025-05-12 12:22:05.000,S,Shirpur,"21.319733,74.889272"
HR55AB9616,2025-05-12 13:07:24.000,N,Songir,"21.050768,74.784939"
HR55AB9616,2025-05-12 13:47:18.000,S,Laling toll plaza,"20.833039,74.754271"
HR55AB9616,2025-05-12 16:28:56.000,N,Chandwad toll plaza,"20.325219,74.210736"
HR55AB9616,2025-05-11 11:35:48.000,N,Kishangarh Plaza,"26.595329,74.939169"
HR55AB9616,2025-05-10 23:54:59.000,S,Shahjahanpur Toll Plaza,"27.99978,76.430522"
HR55AB9616,2025-05-11 09:10:56.000,W,Daulatpura Toll Plaza,"27.0868994,75.8345568"
HR55AB9616,2025-05-12 11:58:51.000,S,Hadakhed Border Checkpost,"21.2538,74.5846"
HR55AB9616,2025-05-11 08:24:14.000,N,Manoharpura Toll plaza,"27.3056399,75.9535128"
HR55AB9616,2025-05-11 10:01:14.000,N,Thikariya Toll Plaza,"26.843328,75.615578"
HR55AB9616,2025-05-12 21:58:46.000,N,Hiwargaon pavasa toll plaza,"19.514777,74.2013655"
HR55AB9616,2025-05-10 21:23:30.000,S,MANESHAR-7A,"28.326367,76.890515"
HR55AB9616,2025-05-12 17:05:22.000,S,Baswant Toll Plaza,"20.141754,73.9764485"
HR55AB9616,2025-05-12 23:09:11.000,S,Chalakwadi  toll plaza,"19.1700886,74.0751759"
NL01AF1866,2025-05-11 17:43:55.000,S,Rasoolpur Sikrod DME KM 3134,"28.704345,77.522078"
NL01AF1866,2025-05-12 06:12:59.000,N,Raibha toll plaza,"27.164087, 77.815004"
NL01AF1866,2025-05-10 10:32:11.000,S,Kashi Plaza DME KM 5823,"28.896616,77.645370"
NL01AF1866,2025-05-11 16:34:11.000,S,Sivaya Toll Plaza,"29.095601,77.710995"
NL01AF1866,2025-05-12 16:38:07.000,N,Pagara Toll Plaza,"24.5069819,77.1860753"
NL01AF1866,2025-05-11 19:47:04.000,S,Chhajju Nagar,"28.0989714,77.3639658"
NL01AF1866,2025-05-12 18:14:12.000,S,Jogipur Toll Plaza,"24.0875232,76.9848838"
NL01AF1866,2025-05-11 21:57:42.000,S,Karman Toll Plaza,"27.855460, 77.402640"
NL01AF1866,2025-05-12 05:31:59.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
NL01AF1866,2025-05-12 14:46:09.000,E,Purankhedi Toll Plaza,"25.1649077,77.6035472"
NL01AF1866,2025-05-12 22:48:42.000,N,Dewas By pass Toll Plaza,"22.929,76.0463"
NL01AF1866,2025-05-12 19:34:00.000,N,Chapra,"23.6570433,76.6148339"
NL01AF1866,2025-05-12 21:45:41.000,N,Rojwas,"23.3306354,76.1757945"
NL01AF1866,2025-05-12 09:22:00.000,S,Mehra Toll Plaza,"26.197589,78.240691"
NL01AF1866,2025-05-12 12:52:18.000,E,Mud Kheda,"25.6814588,77.7295852"
NL01AF1866,2025-05-11 14:05:59.000,S,Bhadarabad TOLL PLAZA,"29.911694,78.020722"
NL01AF1866,2025-05-12 08:19:41.000,N,Choundha,"26.468079,78.010109"
NL01AF1866,2025-05-12 07:07:19.000,S,Baretha or Jajau,"26.932005,77.933357"
NL01AF1866,2025-05-12 23:11:42.000,S,IDTL Toll Plaza-A,"22.822692,75.938208"
NL01AF1866,2025-05-10 17:49:55.000,N,Chhapar TOLL PLAZA,"29.585833,77.778333"
NL01AF1866,2025-05-11 15:13:21.000,S,Chhapar TOLL PLAZA,"29.585833,77.778333"
NL01AF1866,2025-05-10 20:43:13.000,N,Bhadarabad TOLL PLAZA,"29.911694,78.020722"
NL01AF1866,2025-05-12 11:31:25.000,E,Panihar,"26.097998, 78.015844"
HR46F9756,2025-05-11 15:46:39.000,S,Indalwai,"18.538284,78.239718"
HR46F9756,2025-05-11 16:53:41.000,S,Bhiknoor Toll Plaza,"18.20539,78.398299"
HR46F9756,2025-05-11 19:46:03.000,N,Manoharabad,"17.801103,78.471683"
HR46F9756,2025-05-11 08:53:35.000,S,Kelapur,"20.019318,78.540218"
HR46F9756,2025-05-11 09:53:01.000,N,Pippalwada,"19.781093,78.565772"
HR46F9756,2025-05-12 12:22:54.000,N,Pullur Toll Plaza,"15.887742,78.016978"
HR46F9756,2025-05-11 13:33:08.000,N,Gamjal Toll Plaza,"19.026592,78.362705"
HR46F9756,2025-05-11 02:12:50.000,S,Daroada,"20.450625,78.755243"
HR46F9756,2025-05-11 11:17:53.000,N,Rolmamda Toll Plaza,"19.28019,78.409222"
HR46F9756,2025-05-10 19:22:48.000,N,Khawasa Toll Plaza,"21.703044,79.433797"
HR46F9756,2025-05-10 20:30:19.000,N,MANSAR TOLL PLAZA,"21.382312,79.25332"
HR46F9756,2025-05-10 21:33:02.000,N,KAMPTEE KANHAN BYPASS CHECK T,"21.244457,79.2490091"
HR46F9756,2025-05-10 22:24:50.000,N,NAGPUR BYPASS CHECK TOLL PLAZ,"20.2299353,79.0131934"
HR46F9756,2025-05-10 23:03:43.000,N,BORKHEDI TOLL PLAZA,"20.85612,78.963632"
HR46F9756,2025-05-11 23:08:53.000,W,Shamshabad,"17.151163, 78.224438"
HR46F9756,2025-05-11 23:56:44.000,S,Raikal Toll Plaza,"17.005867,78.194493"
HR46F9756,2025-05-12 05:52:47.000,N,Sakapur Toll plaza,"16.5356759,77.9444736"
HR46F9756,2025-05-13 10:06:22.000,E,Nalluru Devanahalli,"13.206308, 77.765553"
HR46F9756,2025-05-11 09:40:08.000,N,Pimpalkutti Border Checkpost,"19.504530,78.342330"
HR46F9756,2025-05-10 20:47:20.000,S,Ramtek Border Checkpost,"21.255385,79.171631"
HR46F9756,2025-05-12 23:11:42.000,S,Bagepalli Toll Plaza,"13.79295,77.764358"
HR46F9756,2025-05-12 21:09:16.000,N,Marur Toll Plaza,"14.5020891,77.6312667"
HR46F9756,2025-05-12 16:49:40.000,N,Kasepalli Toll Plaza,"15.061754,77.630328"
HR46F9756,2025-05-12 13:41:11.000,N,Amakthadu Toll Plaza,"15.486433,77.901078"
MH43BX3261,2025-05-11 12:33:06.000,E,Vataman Toll Plaza,"22.504330,72.426520"
MH43BX3261,2025-05-11 08:15:55.000,N,Bamanbore TOLL PLAZA,"22.4097,71.0155"
MH43BX3261,2025-05-10 20:41:20.000,N,Samakhiali,"23.308555,70.49059"
MH43BX3261,2025-05-11 11:49:16.000,N,Bagodara TOLL PLAZA,"22.6307,72.1793"
MH43BX3261,2025-05-11 21:45:28.000,W,Choryasi Toll Plaza,"21.303367,72.95418"
MH43BX3261,2025-05-10 21:34:03.000,S,Surajbari Toll Plaza ,"23.233738,70.689457"
MH43BX3261,2025-05-11 01:17:49.000,S,Vaghasiya Toll Plaza,"22.42301,71.088805"
MH43BX3261,2025-05-11 16:26:25.000,N,Vasad,"22.453302,73.070523"
MH43BX3261,2025-05-12 11:24:20.000,S,Achhad Border Checkpost,"20.07538,72.913338"
MH43BX3261,2025-05-11 23:17:50.000,S,Boriach Toll Plaza,"20.885548,73.052162"
MH43BX3261,2025-05-12 11:57:53.000,S,Charoti Toll Plaza,"19.890544,72.942644"
MH43BX3261,2025-05-12 09:26:49.000,S,Bhagwada Toll Plaza,"20.43495,72.917204"
MH43BX3261,2025-05-11 19:57:32.000,S,Mandva Toll Plaza,"21.7016001,73.0609234"
MH43BX3261,2025-05-11 18:09:43.000,S,L&T Vadodra,"22.015027,73.115049"
MH43BX3261,2025-05-12 23:12:45.000,S,Khaniwade Toll Plaza,"19.519667,72.916898"
MH43BX3261,2025-05-11 15:21:49.000,N,Bochasan Toll Plaza,"22.4133460,72.8518924"
RJ32GC2440,2025-05-10 19:40:46.000,E,Khedi,"26.1029659,74.6849376"
RJ32GC2440,2025-05-10 23:24:22.000,E,Jojro Ka Kheda Toll Plaza,"25.082922,74.624379"
RJ32GC2440,2025-05-11 21:43:40.000,S,Halol Toll Plaza,"22.489873, 73.465586"
RJ32GC2440,2025-05-11 22:51:52.000,S,Vadodra Toll Plaza,"22.353256, 73.236924"
RJ32GC2440,2025-05-10 21:29:47.000,E,Lambiya Kalan,"25.5871683,74.593839"
RJ32GC2440,2025-05-11 10:24:25.000,E,Khandi Obri Toll Plaza,"23.993636,73.627895"
RJ32GC2440,2025-05-11 03:35:42.000,N,Dakan Kotra,"24.500543, 73.720874"
RJ32GC2440,2025-05-12 01:33:09.000,W,Choryasi Toll Plaza,"21.303367,72.95418"
RJ32GC2440,2025-05-11 02:16:22.000,W,Narayanpura Toll Plaza,"24.613529,74.233079"
RJ32GC2440,2025-05-10 17:53:18.000,N,Kishangarh Plaza,"26.595329,74.939169"
RJ32GC2440,2025-05-12 19:25:45.000,W,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
RJ32GC2440,2025-05-12 06:11:38.000,S,Achhad Border Checkpost,"20.07538,72.913338"
RJ32GC2440,2025-05-12 11:08:21.000,E,Shilphata NH48 Toll Plaza,"19.097790,73.071728"
RJ32GC2440,2025-05-11 13:44:57.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
RJ32GC2440,2025-05-11 14:39:41.000,S,HSTL TP03- Galiya Danti,"23.3639618,73.5152351"
RJ32GC2440,2025-05-11 19:03:43.000,S,HSTLTP02-Gaman Bariyanamuvada,"23.0127692,73.6180402"
RJ32GC2440,2025-05-11 21:09:20.000,S,HSTL TP01- Khadki,"22.6479969,73.5197764"
RJ32GC2440,2025-05-12 03:36:35.000,S,Boriach Toll Plaza,"20.885548,73.052162"
RJ32GC2440,2025-05-13 09:31:23.000,N,Charoti Toll Plaza,"19.890544,72.942644"
RJ32GC2440,2025-05-12 07:03:58.000,S,Charoti Toll Plaza,"19.890544,72.942644"
RJ32GC2440,2025-05-12 05:09:57.000,S,Bhagwada Toll Plaza,"20.43495,72.917204"
RJ32GC2440,2025-05-12 00:33:35.000,S,Mandva Toll Plaza,"21.7016001,73.0609234"
RJ32GC2440,2025-05-11 23:48:06.000,S,L&T Vadodra,"22.015027,73.115049"
RJ32GC2440,2025-05-12 23:16:49.000,N,Khaniwade Toll Plaza,"19.519667,72.916898"
RJ32GC2440,2025-05-12 08:04:34.000,S,Khaniwade Toll Plaza,"19.519667,72.916898"
HR55Y4033,2025-05-12 18:25:45.000,S,Karman Toll Plaza,"27.855460, 77.402640"
HR55Y4033,2025-05-12 21:22:01.000,S,Mahuvan Toll Plaza,"27.337188,77.737458"
HR55Y4033,2025-05-12 23:17:03.000,N,Tundla Toll Plaza ,"27.218247,78.272821"
HR55Y4033,2025-05-13 08:22:32.000,N,Gurau (Formerly Semra Atikaba,"26.996524,78.777334"
HR55Y4033,2025-05-13 10:16:04.000,N,Anantram Toll Plaza ,"26.594931,79.268034"
HR55Y4033,2025-05-13 14:58:32.000,S,Barajore toll plaza,"26.3854208,80.018945"
TN52P8656,2025-05-12 05:02:27.000,W,Neelambur,"11.060944,77.088928"
TN52P8656,2025-05-12 05:11:38.000,W,Trichy Cochin,"11.005088,77.069038"
TN52P8656,2025-05-12 05:27:58.000,W,Pollachi Salem Toll Plaza,"10.921531,76.989327"
TN52P8656,2025-05-12 14:51:25.000,E,Trichy Salem,"11.012859,77.073174"
TN52P8656,2025-05-12 14:28:34.000,E,Pollachi Salem Toll Plaza,"10.921531,76.989327"
TN52P8656,2025-05-12 05:08:57.000,W,Trichy Salem,"11.012859,77.073174"
TN52P8656,2025-05-10 19:16:34.000,N,Guilalu Toll Plaza,"14.053778,76.560573"
TN52P8656,2025-05-10 21:04:54.000,N,Karjeevanhally Toll Plaza,"13.612918,76.953866"
TN52P8656,2025-05-12 14:23:48.000,E,Pollachi Cochin Toll Plaza,"10.914016,76.982178"
TN52P8656,2025-05-10 16:36:15.000,S,Thimmalapura,"15.05737,76.3569"
TN52P8656,2025-05-10 17:58:46.000,N,Kananakatte,"14.5381,76.4269"
TN52P8656,2025-05-11 00:20:06.000,S,ATTIBELLE ,"12.776883,77.777119"
TN52P8656,2025-05-11 03:08:18.000,N,L&T Krishnagiri Thopur Toll P,"12.00638,78.08008"
TN52P8656,2025-05-12 03:50:29.000,W,Vijayamangalam Toll Plaza,"11.245714,77.519702"
TN52P8656,2025-05-12 04:41:51.000,W,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
TN52P8656,2025-05-12 15:58:21.000,E,IVRCL Chengapally Tollways Li,"11.012852,77.073167"
TN52P8656,2025-05-12 23:20:44.000,E,Vijayamangalam Toll Plaza,"11.245714,77.519702"
TN52P8656,2025-05-11 08:54:40.000,S,Banglaore-Nelamangala Plaza,"13.090678,77.399788"
TN52P8656,2025-05-10 23:56:05.000,S,Hosur Road (P1) Toll,"12.858667,77.655833"
TN52P8656,2025-05-11 01:32:12.000,N,Krishnagiri Plaza,"12.544583,78.201132"
TN52P8656,2025-05-10 22:40:04.000,S,Kulumapalya toll plaza,"13.114638,77.37463"
TN52P8656,2025-05-10 21:58:56.000,S,Chokkenahalli toll plaza,"13.302065,77.161956"
DD01P9470,2025-05-12 17:33:13.000,N,Adalaj Toll Plaza,"23.186490, 72.560200"
DD01P9470,2025-05-12 21:56:28.000,S,Adalaj Toll Plaza,"23.186490, 72.560200"
DD01P9470,2025-05-09 08:52:20.000,N,Kamthana Toll Plaza,"17.845891,77.448414"
DD01P9470,2025-05-10 14:46:49.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
DD01P9470,2025-05-10 21:06:25.000,W,Bakrol Toll Plaza,"22.935230, 72.519760"
DD01P9470,2025-05-12 16:11:02.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
DD01P9470,2025-05-12 23:21:22.000,W,Bakrol Toll Plaza,"22.935230, 72.519760"
DD01P9470,2025-05-12 22:41:16.000,N,Vaishnodevi Toll Plaza,"23.128240, 72.517730"
DD01P9470,2025-05-12 16:24:35.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
DD01P9470,2025-05-12 16:59:08.000,S,Vaishnodevi Toll Plaza,"23.128240, 72.517730"
DD01P9470,2025-05-12 23:10:10.000,S,Sanathal Toll Plaza,"22.974110, 72.473050"
TN30AT6361,2025-05-11 23:11:39.000,W,Neelambur,"11.060944,77.088928"
TN30AT6361,2025-05-11 23:19:57.000,W,Trichy Salem,"11.012859,77.073174"
TN30AT6361,2025-05-11 23:44:01.000,W,Pollachi Salem Toll Plaza,"10.921531,76.989327"
TN30AT6361,2025-05-12 17:14:36.000,S,PamPamPallam Toll Plaza,"10.8131538,76.7957998"
TN30AT6361,2025-05-12 23:21:38.000,E,Madukkarai,"10.895638,76.945815"
TN30AT6361,2025-05-11 23:56:22.000,W,Madukkarai,"10.895638,76.945815"
TN30AT6361,2025-05-11 23:24:07.000,W,Trichy Cochin,"11.005088,77.069038"
TN30AT6361,2025-05-11 23:49:03.000,W,Pollachi Cochin Toll Plaza,"10.914016,76.982178"
TN30AT6361,2025-05-12 00:44:56.000,N,PamPamPallam Toll Plaza,"10.8131538,76.7957998"
TN30AT6361,2025-05-11 19:57:02.000,W,Vaiguntham Toll Plaza,"11.513282,77.923946"
NL01AG0016,2025-05-12 00:30:29.000,S,HANDIYA (Sujala ) Toll Plaza,"25.3788756,82.1567207"
NL01AG0016,2025-05-12 07:24:12.000,N,Lalanagar Toll Plaza,"25.266948,82.491513"
NL01AG0016,2025-05-12 15:07:34.000,N,Saukala Toll Plaza,"24.599579,84.70284"
NL01AG0016,2025-05-11 08:41:49.000,E,ALEP Main Plaza 21,"27.053626,78.277169"
NL01AG0016,2025-05-11 11:42:37.000,N,Anantram Toll Plaza ,"26.594931,79.268034"
NL01AG0016,2025-05-11 16:48:48.000,S,Barajore toll plaza,"26.3854208,80.018945"
NL01AG0016,2025-05-12 08:49:24.000,S,Daffi Toll Plaza,"25.248275,82.994017"
NL01AG0016,2025-05-12 09:56:59.000,E,Mohania Toll Plaza,"25.1882337,83.5615933"
NL01AG0016,2025-05-12 12:48:18.000,E,Sasaram Toll Plaza,"24.957125,83.954997"
NL01AG0016,2025-05-12 21:47:32.000,N,Beliyad toll plaza  ,"23.763627,86.79803"
NL01AG0016,2025-05-12 23:22:34.000,N,Banskopa Plaza,"23.4916993,87.3768623"
NL01AG0016,2025-05-11 20:15:49.000,N,Badauri Toll Plaza,"26.065386,80.657641"
NL01AG0016,2025-05-11 21:38:04.000,S,Katoghan Toll Plaza,"25.749487,81.170481"
NL01AG0016,2025-05-12 17:19:41.000,S,Rasoiya Dhamna Toll Plaza,"24.3234,85.3881"
NL01AG0016,2025-05-11 07:54:56.000,S,Agra Toll Plaza,"27.303578,78.003327"
NL01AG0016,2025-05-11 01:32:10.000,S,Jewar Toll Plaza,"28.114650,77.575418"
NL01AG0016,2025-05-11 02:25:54.000,S,Mathura Toll Plaza,"27.660315,77.733317"
NL01AG0016,2025-05-12 19:53:50.000,N,Ghanghri Toll Plaza,"24.030088,85.948654"
NL01AG0016,2025-05-11 08:15:18.000,N,Rehan Kalan Toll Plaza,"27.1888,78.00405"
TN28BH6669,2025-05-12 01:09:11.000,N,Ramol Toll Plaza,"22.984070, 72.663800"
TN28BH6669,2025-05-12 13:45:47.000,N,AMTL-TP-01 Vasna-Iyava,"23.0073, 72.3477"
TN28BH6669,2025-05-09 02:36:34.000,S,Kamthana Toll Plaza,"17.845891,77.448414"
TN28BH6669,2025-05-12 02:22:59.000,S,AMTL-TP-01 Vasna-Iyava,"23.0073, 72.3477"
TN28BH6669,2025-05-13 11:13:47.000,N,Nashik Sinner Tollways Limited,"19.9119216,73.9006299"
TN28BH6669,2025-05-12 21:36:37.000,W,Choryasi Toll Plaza,"21.303367,72.95418"
TN28BH6669,2025-05-12 01:37:57.000,E,Bakrol Toll Plaza,"22.935230, 72.519760"
TN28BH6669,2025-05-12 15:52:56.000,N,Kheda,"22.715938,72.740905"
TN28BH6669,2025-05-12 16:53:46.000,S,Anand Toll Plaza,"22.594556,72.981298"
TN28BH6669,2025-05-12 01:49:27.000,N,Sanathal Toll Plaza,"22.974110, 72.473050"
TN28BH6669,2025-05-11 20:55:39.000,S,HSTL TP04- Gajan,"23.5051103,73.3033763"
TN28BH6669,2025-05-13 15:41:37.000,S,Ahmednagar Bypass Toll Plaza,"19.087090, 74.697590"
TN28BH6669,2025-05-12 23:23:29.000,S,Boriach Toll Plaza,"20.885548,73.052162"
TN28BH6669,2025-05-13 09:22:31.000,S,Chachadgaon Toll Plaza,"20.223616, 73.664849"
TN28BH6669,2025-05-12 19:25:20.000,S,L&T Vadodra,"22.015027,73.115049"
WB05A3308,2025-05-11 01:37:36.000,S,Vidhyasagar Setu Toll Plaza,"22.563293, 88.331751"
WB05A3308,2025-05-12 19:30:14.000,N,Jaladhulagori toll plaza,"22.573188,88.181679"
WB05A3308,2025-05-12 23:24:55.000,E,Debra toll plaza,"22.397144,87.522855"
WB05A3308,2025-05-13 08:20:53.000,S,Rampura Plaza,"22.24076,87.39207"
WB05A3308,2025-05-13 09:28:27.000,S,Laxamannath Plaza,"13.193545,77.64981"
WB05A3308,2025-05-13 11:08:53.000,S,SERGARH TOLL PLAZA," 21.429889,86.836645"
WB05A3308,2025-05-13 16:01:36.000,N,Bhagada Narayanpur Toll Plaza,"20.944516, 86.327633"
DD01Q9910,2025-05-11 01:39:15.000,S,Fanda toll plaza,"23.2245025,77.1907789"
DD01Q9910,2025-05-12 16:43:44.000,S,Amlaha toll plaza,"23.1021426,76.875811"
DD01Q9910,2025-05-12 20:41:21.000,S,Bhourasa Toll Plaza,"22.9751708,76.2184202"
DD01Q9910,2025-05-12 21:23:31.000,N,Dewas By pass Toll Plaza,"22.929,76.0463"
